Runtime: 0.083s
Ȱ: [1,0,2,1,1,1,1]
Ӥ: [1,0,2,1,1,1,0]
⍕: [1,0,2,1,1,0,4]
M: [1,0,2,1,1,0,3]
Ậ: [1,0,2,1,1,0,2]
⛓: [1,0,2,1,1,0,1]
֭: [1,0,2,1,1,0,0]
Ḫ: [1,0,2,1,0,4]
Ə: [1,0,2,1,0,3,4]
⊋: [1,0,2,1,0,3,3]
М: [1,0,2,1,0,3,2]
·: [1,0,2,1,0,3,1]
⊜: [1,0,2,1,0,3,0]
ṡ: [1,0,2,1,0,2,4]
ɍ: [1,0,2,1,0,2,3]
≤: [1,0,2,1,0,2,2]
⇈: [1,0,2,1,0,2,1]
ŗ: [1,0,2,1,0,2,0]
Ş: [1,0,2,1,0,1,4]
⌬: [1,0,2,1,0,1,3]
⚵: [1,0,2,1,0,1,2]
↵: [1,0,2,1,0,1,1]
⚢: [1,0,2,1,0,1,0]
⊎: [1,0,2,1,0,0]
∟: [1,0,2,0,4]
!: [1,0,2,0,3,4]
╕: [1,0,2,0,3,3]
↬: [1,0,2,0,3,2]
Ộ: [1,0,2,0,3,1,4]
ƛ: [1,0,2,0,3,1,3]
⌠: [1,0,2,0,3,1,2]
Ѧ: [1,0,2,0,3,1,1]
⎘: [1,0,2,0,3,1,0]
⌡: [1,0,2,0,3,0,4]
6: [1,0,2,0,3,0,3]
℉: [1,0,2,0,3,0,2]
ʹ: [1,0,2,0,3,0,1]
⸓: [1,0,2,0,3,0,0]
Ω: [1,0,2,0,2,4]
L: [1,0,2,0,2,3]
∺: [1,0,2,0,2,2]
╉: [1,0,2,0,2,1]
⚰: [1,0,2,0,2,0,4]
ν: [1,0,2,0,2,0,3]
⌅: [1,0,2,0,2,0,2]
ќ: [1,0,2,0,2,0,1]
⚟: [1,0,2,0,2,0,0]
⁅: [1,0,2,0,1,4]
V: [1,0,2,0,1,3]
ŀ: [1,0,2,0,1,2]
⇮: [1,0,2,0,1,1,4]
⚌: [1,0,2,0,1,1,3]
ȝ: [1,0,2,0,1,1,2]
╬: [1,0,2,0,1,1,1]
½: [1,0,2,0,1,1,0]
⋏: [1,0,2,0,1,0]
7: [1,0,2,0,0]
ḏ: [1,0,1,4]
д: [1,0,1,3]
Ẏ: [1,0,1,2,4]
⋯: [1,0,1,2,3]
ả: [1,0,1,2,2,4]
☈: [1,0,1,2,2,3]
⍠: [1,0,1,2,2,2]
σ: [1,0,1,2,2,1]
◪: [1,0,1,2,2,0,4]
ȓ: [1,0,1,2,2,0,3]
⚦: [1,0,1,2,2,0,2]
Π: [1,0,1,2,2,0,1]
b: [1,0,1,2,2,0,0]
ֿ: [1,0,1,2,1,4]
⎵: [1,0,1,2,1,3]
3: [1,0,1,2,1,2]
↤: [1,0,1,2,1,1,4]
▶: [1,0,1,2,1,1,3]
ї: [1,0,1,2,1,1,2]
Ƿ: [1,0,1,2,1,1,1]
ỹ: [1,0,1,2,1,1,0]
◔: [1,0,1,2,1,0,4]
Ɵ: [1,0,1,2,1,0,3]
⁌: [1,0,1,2,1,0,2]
ť: [1,0,1,2,1,0,1]
∢: [1,0,1,2,1,0,0]
Ẋ: [1,0,1,2,0,4]
⌘: [1,0,1,2,0,3]
▦: [1,0,1,2,0,2,4]
ϟ: [1,0,1,2,0,2,3]
⎪: [1,0,1,2,0,2,2]
⍬: [1,0,1,2,0,2,1]
Ј: [1,0,1,2,0,2,0]
ӏ: [1,0,1,2,0,1]
⛚: [1,0,1,2,0,0]
⌙: [1,0,1,1,4]
¼: [1,0,1,1,3,4]
⸔: [1,0,1,1,3,3]
⇤: [1,0,1,1,3,2]
Ę: [1,0,1,1,3,1]
☝: [1,0,1,1,3,0,4]
Ғ: [1,0,1,1,3,0,3]
№: [1,0,1,1,3,0,2]
Ў: [1,0,1,1,3,0,1]
ȟ: [1,0,1,1,3,0,0]
→: [1,0,1,1,2,4]
⎮: [1,0,1,1,2,3]
Ĳ: [1,0,1,1,2,2]
Ņ: [1,0,1,1,2,1,4]
⚁: [1,0,1,1,2,1,3]
↣: [1,0,1,1,2,1,2]
Ӱ: [1,0,1,1,2,1,1]
⎾: [1,0,1,1,2,1,0]
Ɒ: [1,0,1,1,2,0,4]
Ṅ: [1,0,1,1,2,0,3]
⍺: [1,0,1,1,2,0,2]
ֳ: [1,0,1,1,2,0,1]
Ƶ: [1,0,1,1,2,0,0]
⇃: [1,0,1,1,1,4]
Ṡ: [1,0,1,1,1,3]
┕: [1,0,1,1,1,2]
⏘: [1,0,1,1,1,1,4]
⹋: [1,0,1,1,1,1,3]
;: [1,0,1,1,1,1,2]
☔: [1,0,1,1,1,1,1]
ҿ: [1,0,1,1,1,1,0]
╪: [1,0,1,1,1,0]
⌂: [1,0,1,1,0]
≻: [1,0,1,0,4]
⇜: [1,0,1,0,3]
⏚: [1,0,1,0,2,4]
ớ: [1,0,1,0,2,3]
Ȍ: [1,0,1,0,2,2,4]
〉: [1,0,1,0,2,2,3]
◟: [1,0,1,0,2,2,2]
∂: [1,0,1,0,2,2,1]
⎽: [1,0,1,0,2,2,0]
⛏: [1,0,1,0,2,1,4]
Ƅ: [1,0,1,0,2,1,3]
Ṯ: [1,0,1,0,2,1,2]
ª: [1,0,1,0,2,1,1]
ĺ: [1,0,1,0,2,1,0]
ⱬ: [1,0,1,0,2,0,4]
⋭: [1,0,1,0,2,0,3]
ӷ: [1,0,1,0,2,0,2]
Ʒ: [1,0,1,0,2,0,1]
⹘: [1,0,1,0,2,0,0]
⚴: [1,0,1,0,1,4]
ⱹ: [1,0,1,0,1,3]
ƌ: [1,0,1,0,1,2,4]
ẵ: [1,0,1,0,1,2,3]
¡: [1,0,1,0,1,2,2]
┲: [1,0,1,0,1,2,1]
Λ: [1,0,1,0,1,2,0]
ǵ: [1,0,1,0,1,1,4]
⇱: [1,0,1,0,1,1,3]
Ĵ: [1,0,1,0,1,1,2]
ϰ: [1,0,1,0,1,1,1]
™: [1,0,1,0,1,1,0]
Ṹ: [1,0,1,0,1,0,4]
∓: [1,0,1,0,1,0,3]
‚: [1,0,1,0,1,0,2]
☬: [1,0,1,0,1,0,1]
ℐ: [1,0,1,0,1,0,0,4]
ף: [1,0,1,0,1,0,0,3]
⹄: [1,0,1,0,1,0,0,2]
ȿ: [1,0,1,0,1,0,0,1]
ӓ: [1,0,1,0,1,0,0,0]
∄: [1,0,1,0,0]
פ: [1,0,0,4]
ɏ: [1,0,0,3,4]
ш: [1,0,0,3,3]
☂: [1,0,0,3,2,4]
Ổ: [1,0,0,3,2,3]
╎: [1,0,0,3,2,2]
⚧: [1,0,0,3,2,1]
Ợ: [1,0,0,3,2,0]
∻: [1,0,0,3,1,4]
◧: [1,0,0,3,1,3]
⛀: [1,0,0,3,1,2,4]
Ḉ: [1,0,0,3,1,2,3]
◺: [1,0,0,3,1,2,2]
⏂: [1,0,0,3,1,2,1]
Ř: [1,0,0,3,1,2,0]
Ó: [1,0,0,3,1,1,4]
ӑ: [1,0,0,3,1,1,3]
⋻: [1,0,0,3,1,1,2]
⇁: [1,0,0,3,1,1,1]
┗: [1,0,0,3,1,1,0]
ך: [1,0,0,3,1,0]
⏆: [1,0,0,3,0,4]
ℰ: [1,0,0,3,0,3]
℅: [1,0,0,3,0,2,4]
⸿: [1,0,0,3,0,2,3]
Ɛ: [1,0,0,3,0,2,2]
Ͳ: [1,0,0,3,0,2,1]
É: [1,0,0,3,0,2,0]
♘: [1,0,0,3,0,1]
ǜ: [1,0,0,3,0,0]
⇭: [1,0,0,2,4]
Ώ: [1,0,0,2,3]
⊟: [1,0,0,2,2,4]
⸀: [1,0,0,2,2,3]
і: [1,0,0,2,2,2]
ɀ: [1,0,0,2,2,1,4]
Ȓ: [1,0,0,2,2,1,3]
⇶: [1,0,0,2,2,1,2]
ẕ: [1,0,0,2,2,1,1]
⛆: [1,0,0,2,2,1,0]
@: [1,0,0,2,2,0,4]
‧: [1,0,0,2,2,0,3]
━: [1,0,0,2,2,0,2]
┯: [1,0,0,2,2,0,1]
Ḁ: [1,0,0,2,2,0,0]
⊣: [1,0,0,2,1,4]
Ѕ: [1,0,0,2,1,3]
⏼: [1,0,0,2,1,2]
Ѳ: [1,0,0,2,1,1,4]
⛭: [1,0,0,2,1,1,3]
Ѵ: [1,0,0,2,1,1,2]
⚔: [1,0,0,2,1,1,1]
┐: [1,0,0,2,1,1,0]
⚹: [1,0,0,2,1,0]
⏺: [1,0,0,2,0,4]
Ở: [1,0,0,2,0,3]
q: [1,0,0,2,0,2,4]
ẁ: [1,0,0,2,0,2,3]
⹖: [1,0,0,2,0,2,2]
ℾ: [1,0,0,2,0,2,1]
⸞: [1,0,0,2,0,2,0]
Ɣ: [1,0,0,2,0,1,4]
Ḋ: [1,0,0,2,0,1,3]
4: [1,0,0,2,0,1,2]
(: [1,0,0,2,0,1,1]
⚈: [1,0,0,2,0,1,0]
╤: [1,0,0,2,0,0]
Ê: [1,0,0,1,4]
⛷: [1,0,0,1,3,4]
⸺: [1,0,0,1,3,3]
⍤: [1,0,0,1,3,2,4]
⁜: [1,0,0,1,3,2,3]
Ź: [1,0,0,1,3,2,2]
┿: [1,0,0,1,3,2,1]
ַ: [1,0,0,1,3,2,0]
ı: [1,0,0,1,3,1,4]
ẞ: [1,0,0,1,3,1,3]
⛑: [1,0,0,1,3,1,2]
╄: [1,0,0,1,3,1,1]
╨: [1,0,0,1,3,1,0]
♨: [1,0,0,1,3,0,4]
◢: [1,0,0,1,3,0,3]
ⱺ: [1,0,0,1,3,0,2]
⸥: [1,0,0,1,3,0,1]
ṣ: [1,0,0,1,3,0,0]
⚠: [1,0,0,1,2,4]
∤: [1,0,0,1,2,3]
ẖ: [1,0,0,1,2,2,4]
◠: [1,0,0,1,2,2,3]
ě: [1,0,0,1,2,2,2]
≲: [1,0,0,1,2,2,1]
⛮: [1,0,0,1,2,2,0]
⛫: [1,0,0,1,2,1,4]
l: [1,0,0,1,2,1,3]
ỽ: [1,0,0,1,2,1,2]
ȡ: [1,0,0,1,2,1,1]
֬: [1,0,0,1,2,1,0]
⹆: [1,0,0,1,2,0,4]
À: [1,0,0,1,2,0,3]
≔: [1,0,0,1,2,0,2]
▣: [1,0,0,1,2,0,1]
Ṗ: [1,0,0,1,2,0,0]
ġ: [1,0,0,1,1]
⸳: [1,0,0,1,0]
℮: [1,0,0,0]
Ķ: [0,4]
⋫: [0,3,4]
╢: [0,3,3]
⚅: [0,3,2,4]
⍇: [0,3,2,3]
⚱: [0,3,2,2,4]
Ö: [0,3,2,2,3,4]
Ϸ: [0,3,2,2,3,3]
⌐: [0,3,2,2,3,2]
͵: [0,3,2,2,3,1]
ḹ: [0,3,2,2,3,0]
⋌: [0,3,2,2,2,4]
Ĥ: [0,3,2,2,2,3]
϶: [0,3,2,2,2,2]
⊸: [0,3,2,2,2,1]
╋: [0,3,2,2,2,0]
Ō: [0,3,2,2,1,4]
ι: [0,3,2,2,1,3]
ḉ: [0,3,2,2,1,2]
Ц: [0,3,2,2,1,1]
♞: [0,3,2,2,1,0]
≾: [0,3,2,2,0]
⊲: [0,3,2,1,4]
⎯: [0,3,2,1,3]
℗: [0,3,2,1,2,4]
☲: [0,3,2,1,2,3]
⋐: [0,3,2,1,2,2]
ṃ: [0,3,2,1,2,1]
⁉: [0,3,2,1,2,0]
⹗: [0,3,2,1,1,4]
⍩: [0,3,2,1,1,3]
ϔ: [0,3,2,1,1,2]
♯: [0,3,2,1,1,1]
⚚: [0,3,2,1,1,0]
⊴: [0,3,2,1,0]
∪: [0,3,2,0,4]
⇕: [0,3,2,0,3]
Ư: [0,3,2,0,2]
Æ: [0,3,2,0,1]
Ͼ: [0,3,2,0,0]
Ģ: [0,3,1,4]
⇪: [0,3,1,3,4]
⊮: [0,3,1,3,3]
⊦: [0,3,1,3,2]
ẋ: [0,3,1,3,1,4]
ϸ: [0,3,1,3,1,3]
←: [0,3,1,3,1,2]
⌧: [0,3,1,3,1,1]
⋁: [0,3,1,3,1,0]
⏤: [0,3,1,3,0,4]
ĝ: [0,3,1,3,0,3]
⏲: [0,3,1,3,0,2]
ӛ: [0,3,1,3,0,1]
Ϟ: [0,3,1,3,0,0,4]
▭: [0,3,1,3,0,0,3]
Ụ: [0,3,1,3,0,0,2]
℈: [0,3,1,3,0,0,1]
ҏ: [0,3,1,3,0,0,0]
─: [0,3,1,2,4]
Ы: [0,3,1,2,3]
⊿: [0,3,1,2,2,4]
⚒: [0,3,1,2,2,3]
⏣: [0,3,1,2,2,2]
⎠: [0,3,1,2,2,1]
ę: [0,3,1,2,2,0]
[: [0,3,1,2,1,4]
☇: [0,3,1,2,1,3]
∲: [0,3,1,2,1,2]
⛜: [0,3,1,2,1,1]
⛨: [0,3,1,2,1,0]
∞: [0,3,1,2,0,4]
Ë: [0,3,1,2,0,3]
⇳: [0,3,1,2,0,2]
w: [0,3,1,2,0,1]
ĭ: [0,3,1,2,0,0]
┶: [0,3,1,1,4]
å: [0,3,1,1,3]
Ɠ: [0,3,1,1,2]
⌽: [0,3,1,1,1,4]
⹎: [0,3,1,1,1,3]
ϱ: [0,3,1,1,1,2]
⁕: [0,3,1,1,1,1,4]
Ő: [0,3,1,1,1,1,3]
⊡: [0,3,1,1,1,1,2]
ѕ: [0,3,1,1,1,1,1]
⍶: [0,3,1,1,1,1,0]
ϳ: [0,3,1,1,1,0,4]
┫: [0,3,1,1,1,0,3]
֞: [0,3,1,1,1,0,2]
⍚: [0,3,1,1,1,0,1]
Ǟ: [0,3,1,1,1,0,0]
Ӣ: [0,3,1,1,0,4]
℥: [0,3,1,1,0,3]
↭: [0,3,1,1,0,2,4]
Ȋ: [0,3,1,1,0,2,3]
⌫: [0,3,1,1,0,2,2]
ѩ: [0,3,1,1,0,2,1]
⎦: [0,3,1,1,0,2,0]
⍗: [0,3,1,1,0,1,4]
¦: [0,3,1,1,0,1,3]
⋎: [0,3,1,1,0,1,2]
Ӓ: [0,3,1,1,0,1,1]
ȵ: [0,3,1,1,0,1,0]
ч: [0,3,1,1,0,0,4]
Ͷ: [0,3,1,1,0,0,3]
ü: [0,3,1,1,0,0,2]
Д: [0,3,1,1,0,0,1]
♫: [0,3,1,1,0,0,0]
╈: [0,3,1,0,4]
ị: [0,3,1,0,3,4]
Ƨ: [0,3,1,0,3,3]
ĸ: [0,3,1,0,3,2]
⎸: [0,3,1,0,3,1]
╳: [0,3,1,0,3,0,4]
Ǜ: [0,3,1,0,3,0,3]
⚏: [0,3,1,0,3,0,2]
Β: [0,3,1,0,3,0,1]
ģ: [0,3,1,0,3,0,0]
╓: [0,3,1,0,2,4]
┇: [0,3,1,0,2,3]
Ǵ: [0,3,1,0,2,2]
З: [0,3,1,0,2,1]
⇧: [0,3,1,0,2,0,4]
ⸯ: [0,3,1,0,2,0,3]
‵: [0,3,1,0,2,0,2]
ĩ: [0,3,1,0,2,0,1]
╲: [0,3,1,0,2,0,0]
Ṥ: [0,3,1,0,1,4]
ӆ: [0,3,1,0,1,3]
★: [0,3,1,0,1,2,4]
ӕ: [0,3,1,0,1,2,3]
⏵: [0,3,1,0,1,2,2]
∽: [0,3,1,0,1,2,1]
▽: [0,3,1,0,1,2,0]
▥: [0,3,1,0,1,1]
⇇: [0,3,1,0,1,0,4]
Х: [0,3,1,0,1,0,3]
ǣ: [0,3,1,0,1,0,2]
ҥ: [0,3,1,0,1,0,1]
┺: [0,3,1,0,1,0,0]
І: [0,3,1,0,0]
ḙ: [0,3,0,4]
ô: [0,3,0,3]
+: [0,3,0,2,4]
‽: [0,3,0,2,3]
Ҳ: [0,3,0,2,2]
⏩: [0,3,0,2,1,4]
Ḟ: [0,3,0,2,1,3]
☧: [0,3,0,2,1,2]
֩: [0,3,0,2,1,1]
ϙ: [0,3,0,2,1,0,4]
▪: [0,3,0,2,1,0,3]
ӭ: [0,3,0,2,1,0,2]
⍜: [0,3,0,2,1,0,1]
⇬: [0,3,0,2,1,0,0]
â: [0,3,0,2,0]
ƫ: [0,3,0,1,4]
ℼ: [0,3,0,1,3]
⹓: [0,3,0,1,2]
‡: [0,3,0,1,1,4]
›: [0,3,0,1,1,3]
ǌ: [0,3,0,1,1,2,4]
ϫ: [0,3,0,1,1,2,3]
│: [0,3,0,1,1,2,2]
⎚: [0,3,0,1,1,2,1]
♏: [0,3,0,1,1,2,0]
⹕: [0,3,0,1,1,1,4]
m: [0,3,0,1,1,1,3]
∅: [0,3,0,1,1,1,2]
ℏ: [0,3,0,1,1,1,1]
⌏: [0,3,0,1,1,1,0]
Ѷ: [0,3,0,1,1,0,4]
֚: [0,3,0,1,1,0,3]
ִ: [0,3,0,1,1,0,2]
◳: [0,3,0,1,1,0,1]
⚳: [0,3,0,1,1,0,0]
⍯: [0,3,0,1,0,4]
╼: [0,3,0,1,0,3,4]
d: [0,3,0,1,0,3,3]
ׯ: [0,3,0,1,0,3,2]
☶: [0,3,0,1,0,3,1]
☳: [0,3,0,1,0,3,0]
ề: [0,3,0,1,0,2,4]
⍢: [0,3,0,1,0,2,3]
Ċ: [0,3,0,1,0,2,2]
⸙: [0,3,0,1,0,2,1]
e: [0,3,0,1,0,2,0]
Ⱨ: [0,3,0,1,0,1,4]
⚀: [0,3,0,1,0,1,3]
A: [0,3,0,1,0,1,2]
⸴: [0,3,0,1,0,1,1]
ø: [0,3,0,1,0,1,0]
Ý: [0,3,0,1,0,0]
⋣: [0,3,0,0,4]
⎗: [0,3,0,0,3]
≶: [0,3,0,0,2,4]
†: [0,3,0,0,2,3]
⛙: [0,3,0,0,2,2,4]
ׇ: [0,3,0,0,2,2,3]
⸏: [0,3,0,0,2,2,2]
┝: [0,3,0,0,2,2,1]
ы: [0,3,0,0,2,2,0]
Ƌ: [0,3,0,0,2,1,4]
Ḿ: [0,3,0,0,2,1,3]
⍝: [0,3,0,0,2,1,2]
≉: [0,3,0,0,2,1,1]
Ѡ: [0,3,0,0,2,1,0]
≬: [0,3,0,0,2,0,4]
ℱ: [0,3,0,0,2,0,3]
※: [0,3,0,0,2,0,2]
ē: [0,3,0,0,2,0,1]
Ǧ: [0,3,0,0,2,0,0]
⏽: [0,3,0,0,1,4]
⹑: [0,3,0,0,1,3,4]
Ʊ: [0,3,0,0,1,3,3]
⁝: [0,3,0,0,1,3,2]
ƕ: [0,3,0,0,1,3,1]
Ʃ: [0,3,0,0,1,3,0]
≴: [0,3,0,0,1,2,4]
◭: [0,3,0,0,1,2,3]
Č: [0,3,0,0,1,2,2]
Ё: [0,3,0,0,1,2,1]
Ą: [0,3,0,0,1,2,0]
\: [0,3,0,0,1,1,4]
⛾: [0,3,0,0,1,1,3]
ç: [0,3,0,0,1,1,2]
Ɋ: [0,3,0,0,1,1,1]
℃: [0,3,0,0,1,1,0]
♿: [0,3,0,0,1,0]
ľ: [0,3,0,0,0]
⛲: [0,2,4]
׆: [0,2,3,4]
∩: [0,2,3,3]
⛂: [0,2,3,2,4]
ȷ: [0,2,3,2,3]
⌼: [0,2,3,2,2,4]
Ȣ: [0,2,3,2,2,3]
ḥ: [0,2,3,2,2,2]
⏍: [0,2,3,2,2,1]
♶: [0,2,3,2,2,0]
т: [0,2,3,2,1,4]
Ҵ: [0,2,3,2,1,3]
⅌: [0,2,3,2,1,2]
ҟ: [0,2,3,2,1,1]
Ĺ: [0,2,3,2,1,0]
⌑: [0,2,3,2,0]
⋅: [0,2,3,1,4]
♇: [0,2,3,1,3]
⊽: [0,2,3,1,2,4]
♒: [0,2,3,1,2,3]
⋩: [0,2,3,1,2,2]
⌁: [0,2,3,1,2,1]
ℍ: [0,2,3,1,2,0]
⋲: [0,2,3,1,1]
“: [0,2,3,1,0,4]
↥: [0,2,3,1,0,3]
Ҏ: [0,2,3,1,0,2]
⚊: [0,2,3,1,0,1]
⎎: [0,2,3,1,0,0]
⍴: [0,2,3,0,4]
ֱ: [0,2,3,0,3]
Ҕ: [0,2,3,0,2,4]
Ӗ: [0,2,3,0,2,3]
ḱ: [0,2,3,0,2,2]
í: [0,2,3,0,2,1]
⌈: [0,2,3,0,2,0]
Ồ: [0,2,3,0,1]
ḝ: [0,2,3,0,0]
↙: [0,2,2,4]
Ƚ: [0,2,2,3,4]
μ: [0,2,2,3,3]
ț: [0,2,2,3,2]
Ҙ: [0,2,2,3,1,4]
⇿: [0,2,2,3,1,3]
×: [0,2,2,3,1,2]
◅: [0,2,2,3,1,1]
Ú: [0,2,2,3,1,0]
┓: [0,2,2,3,0,4]
⇷: [0,2,2,3,0,3]
֟: [0,2,2,3,0,2]
⚿: [0,2,2,3,0,1]
$: [0,2,2,3,0,0]
ṿ: [0,2,2,2,4]
↸: [0,2,2,2,3]
ҙ: [0,2,2,2,2]
ׄ: [0,2,2,2,1,4]
Į: [0,2,2,2,1,3]
ϑ: [0,2,2,2,1,2]
ǳ: [0,2,2,2,1,1]
Ȟ: [0,2,2,2,1,0]
⍲: [0,2,2,2,0,4]
Ḯ: [0,2,2,2,0,3]
↛: [0,2,2,2,0,2]
Ȉ: [0,2,2,2,0,1]
Ⱬ: [0,2,2,2,0,0]
ễ: [0,2,2,1,4]
┮: [0,2,2,1,3,4]
֒: [0,2,2,1,3,3]
Ҍ: [0,2,2,1,3,2]
⁗: [0,2,2,1,3,1]
⋰: [0,2,2,1,3,0]
⌛: [0,2,2,1,2,4]
♩: [0,2,2,1,2,3]
Έ: [0,2,2,1,2,2]
♼: [0,2,2,1,2,1]
⁑: [0,2,2,1,2,0]
ć: [0,2,2,1,1,4]
Ȭ: [0,2,2,1,1,3]
⚻: [0,2,2,1,1,2]
┴: [0,2,2,1,1,1]
Ĩ: [0,2,2,1,1,0,4]
E: [0,2,2,1,1,0,3]
⁒: [0,2,2,1,1,0,2]
⍡: [0,2,2,1,1,0,1]
⛝: [0,2,2,1,1,0,0]
♁: [0,2,2,1,0,4]
ụ: [0,2,2,1,0,3]
ϴ: [0,2,2,1,0,2]
ӿ: [0,2,2,1,0,1,4]
θ: [0,2,2,1,0,1,3]
y: [0,2,2,1,0,1,2]
ở: [0,2,2,1,0,1,1]
ǒ: [0,2,2,1,0,1,0]
ɇ: [0,2,2,1,0,0,4]
⋝: [0,2,2,1,0,0,3]
Ѓ: [0,2,2,1,0,0,2]
⚜: [0,2,2,1,0,0,1]
⊁: [0,2,2,1,0,0,0]
ș: [0,2,2,0,4]
Ȝ: [0,2,2,0,3]
֦: [0,2,2,0,2,4]
⹇: [0,2,2,0,2,3]
Δ: [0,2,2,0,2,2]
ȏ: [0,2,2,0,2,1]
∏: [0,2,2,0,2,0,4]
ž: [0,2,2,0,2,0,3]
⎢: [0,2,2,0,2,0,2]
Ɏ: [0,2,2,0,2,0,1]
⌾: [0,2,2,0,2,0,0]
Ί: [0,2,2,0,1,4]
⇹: [0,2,2,0,1,3]
-: [0,2,2,0,1,2]
ḻ: [0,2,2,0,1,1,4]
⇩: [0,2,2,0,1,1,3]
Θ: [0,2,2,0,1,1,2]
⚆: [0,2,2,0,1,1,1]
Ϩ: [0,2,2,0,1,1,0]
ồ: [0,2,2,0,1,0,4]
⛊: [0,2,2,0,1,0,3]
ъ: [0,2,2,0,1,0,2]
⇖: [0,2,2,0,1,0,1]
⋬: [0,2,2,0,1,0,0]
қ: [0,2,2,0,0,4]
⸡: [0,2,2,0,0,3,4]
∠: [0,2,2,0,0,3,3]
Ϳ: [0,2,2,0,0,3,2]
ƙ: [0,2,2,0,0,3,1]
∛: [0,2,2,0,0,3,0]
ѵ: [0,2,2,0,0,2,4]
x: [0,2,2,0,0,2,3]
∦: [0,2,2,0,0,2,2]
‒: [0,2,2,0,0,2,1]
⸃: [0,2,2,0,0,2,0]
Ђ: [0,2,2,0,0,1,4]
⏇: [0,2,2,0,0,1,3]
◯: [0,2,2,0,0,1,2]
ȫ: [0,2,2,0,0,1,1]
‛: [0,2,2,0,0,1,0]
⸝: [0,2,2,0,0,0]
≹: [0,2,1,4]
⊙: [0,2,1,3]
⊫: [0,2,1,2,4]
⏞: [0,2,1,2,3]
ś: [0,2,1,2,2]
Ȗ: [0,2,1,2,1,4]
‷: [0,2,1,2,1,3]
≝: [0,2,1,2,1,2]
╸: [0,2,1,2,1,1]
ѣ: [0,2,1,2,1,0,4]
ď: [0,2,1,2,1,0,3]
⊊: [0,2,1,2,1,0,2]
⛘: [0,2,1,2,1,0,1]
ṓ: [0,2,1,2,1,0,0]
♷: [0,2,1,2,0,4]
⅋: [0,2,1,2,0,3]
┡: [0,2,1,2,0,2]
΄: [0,2,1,2,0,1,4]
б: [0,2,1,2,0,1,3]
Ǚ: [0,2,1,2,0,1,2]
⋙: [0,2,1,2,0,1,1]
ộ: [0,2,1,2,0,1,0]
ϋ: [0,2,1,2,0,0,4]
⏕: [0,2,1,2,0,0,3]
≰: [0,2,1,2,0,0,2]
ŏ: [0,2,1,2,0,0,1]
Ҟ: [0,2,1,2,0,0,0]
◖: [0,2,1,1,4]
⹏: [0,2,1,1,3]
Ā: [0,2,1,1,2]
ӯ: [0,2,1,1,1,4]
Õ: [0,2,1,1,1,3]
↺: [0,2,1,1,1,2]
⹃: [0,2,1,1,1,1]
⊵: [0,2,1,1,1,0,4]
Ï: [0,2,1,1,1,0,3]
ẉ: [0,2,1,1,1,0,2]
♽: [0,2,1,1,1,0,1]
κ: [0,2,1,1,1,0,0]
ן: [0,2,1,1,0,4]
ƒ: [0,2,1,1,0,3,4]
⊀: [0,2,1,1,0,3,3]
ҡ: [0,2,1,1,0,3,2]
Ƽ: [0,2,1,1,0,3,1]
⋮: [0,2,1,1,0,3,0]
⚛: [0,2,1,1,0,2,4]
Њ: [0,2,1,1,0,2,3]
⊅: [0,2,1,1,0,2,2]
ℕ: [0,2,1,1,0,2,1]
|: [0,2,1,1,0,2,0]
«: [0,2,1,1,0,1,4]
⊨: [0,2,1,1,0,1,3]
♋: [0,2,1,1,0,1,2]
ằ: [0,2,1,1,0,1,1]
⏭: [0,2,1,1,0,1,0]
⇞: [0,2,1,1,0,0]
―: [0,2,1,0,4]
ⱦ: [0,2,1,0,3,4]
╍: [0,2,1,0,3,3]
↘: [0,2,1,0,3,2]
↲: [0,2,1,0,3,1]
ạ: [0,2,1,0,3,0,4]
☊: [0,2,1,0,3,0,3]
Ṋ: [0,2,1,0,3,0,2]
S: [0,2,1,0,3,0,1]
⛌: [0,2,1,0,3,0,0]
ờ: [0,2,1,0,2,4]
↰: [0,2,1,0,2,3]
⸇: [0,2,1,0,2,2]
⎊: [0,2,1,0,2,1]
☥: [0,2,1,0,2,0,4]
Ѝ: [0,2,1,0,2,0,3]
⋑: [0,2,1,0,2,0,2]
Ϙ: [0,2,1,0,2,0,1]
♤: [0,2,1,0,2,0,0]
☖: [0,2,1,0,1]
☦: [0,2,1,0,0]
․: [0,2,0,4]
Î: [0,2,0,3,4]
⸍: [0,2,0,3,3]
җ: [0,2,0,3,2]
┢: [0,2,0,3,1,4]
⋹: [0,2,0,3,1,3]
⚭: [0,2,0,3,1,2]
♜: [0,2,0,3,1,1]
⊳: [0,2,0,3,1,0,4]
⹐: [0,2,0,3,1,0,3]
ṩ: [0,2,0,3,1,0,2]
Đ: [0,2,0,3,1,0,1]
┽: [0,2,0,3,1,0,0]
Ṉ: [0,2,0,3,0,4]
Ȏ: [0,2,0,3,0,3]
ͳ: [0,2,0,3,0,2,4]
ͽ: [0,2,0,3,0,2,3]
⍐: [0,2,0,3,0,2,2]
Ӻ: [0,2,0,3,0,2,1]
┖: [0,2,0,3,0,2,0]
⛠: [0,2,0,3,0,1,4]
¥: [0,2,0,3,0,1,3]
⅃: [0,2,0,3,0,1,2]
ḷ: [0,2,0,3,0,1,1]
⇻: [0,2,0,3,0,1,0]
℔: [0,2,0,3,0,0,4]
҈: [0,2,0,3,0,0,3]
Υ: [0,2,0,3,0,0,2]
